Area,Line,Date,TrapName,TrapChecked,Triggered,Set,Species,Sex,Age,PestID,Bait,Comments,SampleID,SampleCondition,Latitude,Longitude,TrapType,TimeTaken,Username,FirstName
Kaipupu,A Trap,11-9-2014,A04,Y,Y,Y,,,,,Meat& Egg,,,,-41.275379,174.003633,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A04B,Y,N,Y,,,,,Meat& Egg,,,,-41.275402,174.003505,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A05,Y,N,Y,,,,,Meat& Egg,,,,-41.275367,174.003386,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A05B,Y,N,Y,,,,,Meat& Egg,,,,-41.275411,174.003288,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A06,Y,N,Y,,,,,Meat& Egg,,,,-41.275432,174.003088,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A06B,Y,N,Y,,,,,Meat& Egg,,,,-41.275489,174.00297,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A07,Y,N,Y,,,,,Meat& Egg,,,,-41.275507,174.002684,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A07B,Y,N,Y,,,,,Meat& Egg,,,,-41.275543,174.002531,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A08,Y,N,Y,,,,,Meat& Egg,,,,-41.275555,174.002268,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A08B,Y,N,Y,,,,,Meat& Egg,,,,-41.275577,174.002051,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A09,Y,N,Y,,,,,Meat& Egg,,,,-41.275587,174.001822,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A09B,Y,N,Y,,,,,Meat& Egg,,,,-41.275582,174.00165,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,11-9-2014,A10,Y,N,Y,,,,,Meat& Egg,,,,-41.275467,174.001495,JT Eaton,Unspecified,Vicki,Vicki
Kaipupu,A Trap,8-9-2014,A01,Y,N,Y,,,,,Meat& Egg,,,,-41.275583,174.004994,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A01B,Y,N,Y,,,,,Meat& Egg,,,,-41.275607,174.004819,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A02,Y,N,Y,,,,,Meat& Egg,,,,-41.275581,174.004522,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A02B,Y,N,Y,,,,,Meat& Egg,,,,-41.275523,174.004279,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A03,Y,N,Y,,,,,Meat& Egg,,,,-41.275519,174.004028,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A03B,Y,Y,Y,Mouse,,,PestID: 47,Meat& Egg,,,,-41.275462,174.00383,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A04,Y,N,Y,,,,,Meat& Egg,,,,-41.275379,174.003633,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A04B,Y,N,Y,,,,,Meat& Egg,,,,-41.275402,174.003505,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A05,Y,N,Y,,,,,Meat& Egg,,,,-41.275367,174.003386,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A05B,Y,N,Y,,,,,Meat& Egg,,,,-41.275411,174.003288,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A06,Y,N,Y,,,,,Meat& Egg,,,,-41.275432,174.003088,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A06B,Y,N,Y,,,,,Meat& Egg,,,,-41.275489,174.00297,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A07,Y,N,Y,,,,,Meat& Egg,,,,-41.275507,174.002684,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A07B,Y,N,Y,,,,,Meat& Egg,,,,-41.275543,174.002531,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A08,Y,N,Y,,,,,Meat& Egg,,,,-41.275555,174.002268,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A08B,Y,N,Y,,,,,Meat& Egg,,,,-41.275577,174.002051,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A09,Y,N,Y,,,,,Meat& Egg,,,,-41.275587,174.001822,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A09B,Y,N,Y,,,,,Meat& Egg,,,,-41.275582,174.00165,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,8-9-2014,A10,Y,Y,Y,,,,,Meat& Egg,,,,-41.275467,174.001495,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,5-9-2014,A01,Y,N,Y,,,,,Meat& Egg,,,,-41.275583,174.004994,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A01B,Y,N,Y,,,,,Meat& Egg,,,,-41.275607,174.004819,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A02,Y,N,Y,,,,,Meat& Egg,,,,-41.275581,174.004522,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A02B,Y,N,Y,,,,,Meat& Egg,,,,-41.275523,174.004279,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A03,Y,N,Y,,,,,Meat& Egg,,,,-41.275519,174.004028,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A03B,Y,N,Y,,,,,Meat& Egg,,,,-41.275462,174.00383,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A04,Y,N,Y,,,,,Meat& Egg,,,,-41.275379,174.003633,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A04B,Y,N,Y,,,,,Meat& Egg,,,,-41.275402,174.003505,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A05,Y,N,Y,,,,,Meat& Egg,,,,-41.275367,174.003386,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A05B,Y,N,Y,,,,,Meat& Egg,,,,-41.275411,174.003288,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A06,Y,N,Y,,,,,Meat& Egg,,,,-41.275432,174.003088,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A06B,Y,N,Y,,,,,Meat& Egg,,,,-41.275489,174.00297,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A07,Y,N,Y,,,,,Meat& Egg,,,,-41.275507,174.002684,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A07B,Y,N,Y,,,,,Meat& Egg,,,,-41.275543,174.002531,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A08,Y,N,Y,,,,,Meat& Egg,,,,-41.275555,174.002268,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A08B,Y,N,Y,,,,,Meat& Egg,,,,-41.275577,174.002051,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A09,Y,N,Y,,,,,Meat& Egg,,,,-41.275587,174.001822,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A09B,Y,N,Y,,,,,Meat& Egg,,,,-41.275582,174.00165,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,5-9-2014,A10,Y,N,Y,,,,,Meat& Egg,,,,-41.275467,174.001495,JT Eaton,Unspecified,Judith,Judith
Kaipupu,A Trap,14-9-2014,A01,Y,N,Y,,,,,Meat& Egg,,,,-41.275583,174.004994,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A01B,Y,N,Y,,,,,Meat& Egg,,,,-41.275607,174.004819,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A02,Y,N,Y,,,,,Meat& Egg,,,,-41.275581,174.004522,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A02B,Y,N,Y,,,,,Meat& Egg,,,,-41.275523,174.004279,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A03,Y,N,Y,,,,,Meat& Egg,,,,-41.275519,174.004028,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A03B,Y,Y,Y,Mouse,,,PestID: 93,Meat& Egg,,,,-41.275462,174.00383,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A04,Y,N,Y,,,,,Meat& Egg,,,,-41.275379,174.003633,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A04B,Y,N,Y,,,,,Meat& Egg,,,,-41.275402,174.003505,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A05,Y,N,Y,,,,,Meat& Egg,,,,-41.275367,174.003386,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A05B,Y,N,Y,,,,,Meat& Egg,,,,-41.275411,174.003288,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A06,Y,N,Y,,,,,Meat& Egg,,,,-41.275432,174.003088,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A06B,Y,N,Y,,,,,Meat& Egg,,,,-41.275489,174.00297,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A07,Y,N,Y,,,,,Meat& Egg,,,,-41.275507,174.002684,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A07B,Y,N,Y,,,,,Meat& Egg,,,,-41.275543,174.002531,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A08,Y,N,Y,,,,,Meat& Egg,,,,-41.275555,174.002268,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A08B,Y,N,Y,,,,,Meat& Egg,,,,-41.275577,174.002051,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A09,Y,N,Y,,,,,Meat& Egg,,,,-41.275587,174.001822,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A09B,Y,N,Y,,,,,Meat& Egg,,,,-41.275582,174.00165,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,14-9-2014,A10,Y,N,Y,,,,,Meat& Egg,,,,-41.275467,174.001495,JT Eaton,Unspecified,Carol M,Carol M
Kaipupu,A Trap,2-9-2014,A01,Y,N,Y,,,,,Meat& Egg,,,,-41.275583,174.004994,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A01B,Y,N,Y,,,,,Meat& Egg,,,,-41.275607,174.004819,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A02,Y,N,Y,,,,,Meat& Egg,,,,-41.275581,174.004522,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A02B,Y,N,Y,,,,,Meat& Egg,,,,-41.275523,174.004279,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A03,Y,N,Y,,,,,Meat& Egg,,,,-41.275519,174.004028,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A03B,Y,N,Y,,,,,Meat& Egg,,,,-41.275462,174.00383,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A04,Y,N,Y,,,,,Meat& Egg,,,,-41.275379,174.003633,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A04B,Y,N,Y,,,,,Meat& Egg,,,,-41.275402,174.003505,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A05,Y,N,Y,,,,,Meat& Egg,,,,-41.275367,174.003386,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A05B,Y,N,Y,,,,,Meat& Egg,,,,-41.275411,174.003288,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A06,Y,N,Y,,,,,Meat& Egg,,,,-41.275432,174.003088,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A06B,Y,N,Y,,,,,Meat& Egg,,,,-41.275489,174.00297,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A07,Y,N,Y,,,,,Meat& Egg,,,,-41.275507,174.002684,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A07B,Y,N,Y,,,,,Meat& Egg,,,,-41.275543,174.002531,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A08,Y,N,Y,,,,,Meat& Egg,,,,-41.275555,174.002268,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A08B,Y,N,Y,,,,,Meat& Egg,,,,-41.275577,174.002051,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A09,Y,N,Y,,,,,Meat& Egg,,,,-41.275587,174.001822,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A09B,Y,N,Y,,,,,Meat& Egg,,,,-41.275582,174.00165,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,2-9-2014,A10,Y,N,Y,,,,,Meat& Egg,,,,-41.275467,174.001495,JT Eaton,Unspecified,Tim,Tim
Kaipupu,A Trap,17-9-2014,A01,Y,N,Y,,,,,Meat& Egg,,,,-41.275583,174.004994,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A01B,Y,Y,Y,Mouse,,,PestID: 147,Meat& Egg,,,,-41.275607,174.004819,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A02,Y,N,Y,,,,,Meat& Egg,,,,-41.275581,174.004522,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A02B,Y,N,Y,,,,,Meat& Egg,,,,-41.275523,174.004279,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A03,Y,N,Y,,,,,Meat& Egg,,,,-41.275519,174.004028,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A03B,Y,N,Y,,,,,Meat& Egg,,,,-41.275462,174.00383,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A04,Y,N,Y,,,,,Meat& Egg,,,,-41.275379,174.003633,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A04B,Y,N,Y,,,,,Meat& Egg,,,,-41.275402,174.003505,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A05,Y,N,Y,,,,,Meat& Egg,,,,-41.275367,174.003386,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A05B,Y,N,Y,,,,,Meat& Egg,,,,-41.275411,174.003288,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A06,Y,N,Y,,,,,Meat& Egg,,,,-41.275432,174.003088,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A06B,Y,N,Y,,,,,Meat& Egg,,,,-41.275489,174.00297,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A07,Y,N,Y,,,,,Meat& Egg,,,,-41.275507,174.002684,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A07B,Y,N,Y,,,,,Meat& Egg,,,,-41.275543,174.002531,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A08,Y,N,Y,,,,,Meat& Egg,,,,-41.275555,174.002268,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A08B,Y,N,Y,,,,,Meat& Egg,,,,-41.275577,174.002051,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A09,Y,N,Y,,,,,Meat& Egg,,,,-41.275587,174.001822,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A09B,Y,N,Y,,,,,Meat& Egg,,,,-41.275582,174.00165,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,17-9-2014,A10,Y,N,Y,,,,,Meat& Egg,,,,-41.275467,174.001495,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A01,Y,Y,Y,Mouse,,,PestID: 192,Meat& Egg,,,,-41.275583,174.004994,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A01B,Y,Y,Y,Mouse,,,PestID: 193,Meat& Egg,,,,-41.275607,174.004819,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A02,Y,Y,Y,Mouse,,,PestID: 194,Meat& Egg,,,,-41.275581,174.004522,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A02B,Y,N,Y,,,,,Meat& Egg,,,,-41.275523,174.004279,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A03,Y,N,Y,,,,,Meat& Egg,,,,-41.275519,174.004028,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A03B,Y,N,Y,,,,,Meat& Egg,,,,-41.275462,174.00383,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A04,Y,Y,Y,Mouse,,,PestID: 195,Meat& Egg,,,,-41.275379,174.003633,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A04B,Y,N,Y,,,,,Meat& Egg,,,,-41.275402,174.003505,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A05,Y,N,Y,,,,,Meat& Egg,,,,-41.275367,174.003386,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A05B,Y,N,Y,,,,,Meat& Egg,,,,-41.275411,174.003288,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A06,Y,N,Y,,,,,Meat& Egg,,,,-41.275432,174.003088,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A06B,Y,N,Y,,,,,Meat& Egg,,,,-41.275489,174.00297,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A07,Y,Y,Y,Mouse,,,PestID: 196,Meat& Egg,,,,-41.275507,174.002684,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A07B,Y,N,Y,,,,,Meat& Egg,,,,-41.275543,174.002531,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A08,Y,N,Y,,,,,Meat& Egg,,,,-41.275555,174.002268,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A08B,Y,N,Y,,,,,Meat& Egg,,,,-41.275577,174.002051,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A09,Y,N,Y,,,,,Meat& Egg,,,,-41.275587,174.001822,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A09B,Y,N,Y,,,,,Meat& Egg,,,,-41.275582,174.00165,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,20-9-2014,A10,Y,N,Y,,,,,Meat& Egg,,,,-41.275467,174.001495,JT Eaton,Unspecified,admin@kaipupupoint.co.nz,Kaipupu Admin
Kaipupu,A Trap,30-8-2014,A01,Y,Y,Y,,,,,Meat& Egg,,,,-41.275583,174.004994,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A01B,Y,N,Y,,,,,Meat& Egg,,,,-41.275607,174.004819,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A02,Y,N,Y,,,,,Meat& Egg,,,,-41.275581,174.004522,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A02B,Y,N,Y,,,,,Meat& Egg,,,,-41.275523,174.004279,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A03,Y,N,Y,,,,,Meat& Egg,,,,-41.275519,174.004028,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A03B,Y,N,Y,,,,,Meat& Egg,,,,-41.275462,174.00383,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A04,Y,N,Y,,,,,Meat& Egg,,,,-41.275379,174.003633,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A04B,Y,N,Y,,,,,Meat& Egg,,,,-41.275402,174.003505,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A05,Y,N,Y,,,,,Meat& Egg,,,,-41.275367,174.003386,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A05B,Y,N,Y,,,,,Meat& Egg,,,,-41.275411,174.003288,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A06,Y,N,Y,,,,,Meat& Egg,,,,-41.275432,174.003088,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A06B,Y,N,Y,,,,,Meat& Egg,,,,-41.275489,174.00297,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A07,Y,N,Y,,,,,Meat& Egg,,,,-41.275507,174.002684,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A07B,Y,N,Y,,,,,Meat& Egg,,,,-41.275543,174.002531,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A08,Y,N,Y,,,,,Meat& Egg,,,,-41.275555,174.002268,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A08B,Y,N,Y,,,,,Meat& Egg,,,,-41.275577,174.002051,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A09,Y,N,Y,,,,,Meat& Egg,,,,-41.275587,174.001822,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A09B,Y,N,Y,,,,,Meat& Egg,,,,-41.275582,174.00165,JT Eaton,Unspecified,Dianne,Dianne
Kaipupu,A Trap,30-8-2014,A10,Y,Y,Y,Mouse,,,PestID: 223,Meat& Egg,,,,-41.275467,174.001495,JT Eaton,Unspecified,Dianne,Dianne
