Area,Line,Date,TrapName,TrapChecked,Triggered,Set,Species,Sex,Age,PestID,Bait,Comments,SampleID,SampleCondition,Latitude,Longitude,TrapType,TimeTaken,Username,FirstName
MEG Coro Kiwi Project,DAV,30-1-2011,DAV 002,Y,N,Y,,,,,Rabbit,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-1-2011,DAV 003,Y,N,Y,,,,,Rabbit,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-1-2011,DAV 004,Y,N,Y,,,,,Rabbit,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-1-2011,DAV 005,Y,Y,Y,Stoat,,,PestID: 2409,Rabbit,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-1-2011,DAV 006,Y,N,Y,,,,,Rabbit,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-1-2011,DAV 007,Y,N,Y,,,,,Rabbit,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-1-2011,DAV 008,Y,N,Y,,,,,Rabbit,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-1-2011,DAV 009,Y,Y,Y,Stoat,,,PestID: 2410,Rabbit,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-1-2011,DAV 010,Y,N,Y,,,,,Rabbit,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 000,Y,N,Y,,,,,Rabbit,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 001,Y,N,Y,,,,,Rabbit,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 002,Y,Y,Y,Weasel,,,PestID: 2411,Rabbit,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 003,Y,Y,Y,Stoat,,,PestID: 2412,Rabbit,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 004,Y,Y,Y,Rat,,,PestID: 2413,Rabbit,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 005,Y,Y,Y,Sprung,,,PestID: 2414,Rabbit,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 006,Y,Y,Y,Rat,,,PestID: 2415,Rabbit,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 007,Y,Y,Y,Sprung,,,PestID: 2416,Rabbit,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 008,Y,Y,Y,Rat,,,PestID: 2417,Rabbit,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 009,Y,N,Y,,,,,Rabbit,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,7-2-2011,DAV 010,Y,N,Y,,,,,Rabbit,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,Ma3,Max
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 000,Y,N,Y,,,,,Egg,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 001,Y,N,Y,Bait Gone,,,PestID: 2455,Egg,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 002,Y,Y,Y,Rat,,,PestID: 2456,Egg,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 003,Y,Y,Y,Rat,,,PestID: 2457,Egg,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 004,Y,N,Y,,,,,Egg,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 005,Y,Y,Y,Rat,,,PestID: 2458,Egg,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 006,Y,N,Y,,,,,Egg,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 007,Y,N,Y,,,,,Egg,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 008,Y,Y,Y,Rat,,,PestID: 2459,Egg,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 009,Y,Y,Y,Rat,,,PestID: 2460,Egg,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,1-4-2011,DAV 010,Y,N,Y,,,,,Egg,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,Yu1,Yuri
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 000,Y,N,Y,,,,,Egg,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 001,Y,N,Y,,,,,Egg,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 002,Y,N,Y,,,,,Egg,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 003,Y,N,Y,,,,,Egg,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 004,Y,N,Y,,,,,Egg,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 005,Y,N,Y,,,,,Egg,,,,-36.748233,175.5194032,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 006,Y,N,Y,,,,,Egg,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 007,Y,Y,Y,Stoat,,,PestID: 2511,Egg,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 008,Y,N,Y,,,,,Egg,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 009,Y,N,Y,,,,,Egg,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,20-5-2011,DAV 010,Y,N,Y,,,,,Egg,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,CA4,CAS
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 000,Y,N,Y,,,,,Egg,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 001,Y,Y,Y,Rat,,,PestID: 2530,Egg,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 002,Y,N,Y,,,,,Egg,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 003,Y,N,Y,,,,,Egg,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 004,Y,N,Y,,,,,Egg,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 005,Y,N,Y,,,,,Egg,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 006,Y,N,Y,,,,,Egg,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 007,Y,N,Y,,,,,Egg,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 008,Y,N,Y,,,,,Egg,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 009,Y,N,Y,,,,,Egg,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,14-6-2011,DAV 010,Y,N,Y,,,,,Egg,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 000,Y,N,Y,,,,,Egg,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 001,Y,Y,Y,Rat,,,PestID: 2544,Egg,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 002,Y,N,Y,,,,,Egg,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 003,Y,N,Y,,,,,Egg,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 004,Y,Y,Y,Stoat,,,PestID: 2545,Egg,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 005,Y,Y,Y,Stoat,,,PestID: 2546,Egg,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 006,Y,N,Y,,,,,Egg,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 007,Y,N,Y,,,,,Egg,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 008,Y,N,Y,,,,,Egg,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 009,Y,N,Y,,,,,Egg,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,26-7-2011,DAV 010,Y,N,Y,,,,,Egg,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,Jo2,Jonty/Jessica
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 000,Y,N,Y,,,,,Rabbit,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 001,Y,N,Y,,,,,Rabbit,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 002,Y,Y,Y,Rat,,,PestID: 2579,Rabbit,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 003,Y,Y,Y,Rat,,,PestID: 2580,Rabbit,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 004,Y,Y,Y,Rat,,,PestID: 2581,Rabbit,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 005,Y,Y,Y,Weasel,,,PestID: 2582,Rabbit,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 006,Y,N,Y,,,,,Rabbit,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 007,Y,Y,Y,Rat,,,PestID: 2583,Rabbit,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 008,Y,N,Y,,,,,Rabbit,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 009,Y,Y,Y,Rat,,,PestID: 2584,Rabbit,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,30-9-2011,DAV 010,Y,N,Y,,,,,Rabbit,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,Li1,Lisa
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 000,Y,N,Y,,,,,Egg,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 001,Y,Y,Y,Rat,,,PestID: 2617,Egg,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 002,Y,Y,Y,Rat,,,PestID: 2618,Egg,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 003,Y,Y,Y,Rat,,,PestID: 2619,Egg,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 004,Y,N,Y,,,,,Egg,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 005,Y,N,Y,,,,,Egg,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 006,Y,N,Y,,,,,Egg,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 007,Y,N,Y,,,,,Egg,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 008,Y,N,Y,,,,,Egg,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 009,Y,N,Y,,,,,Egg,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,28-10-2011,DAV 010,Y,N,Y,,,,,Egg,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 000,Y,N,Y,,,,,Rabbit,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 001,Y,N,Y,,,,,Rabbit,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 002,Y,Y,Y,Rat,,,PestID: 2623,Rabbit,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 003,Y,N,Y,,,,,Rabbit,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 004,Y,N,Y,,,,,Rabbit,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 005,Y,Y,Y,Rat,,,PestID: 2624,Rabbit,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 006,Y,N,Y,,,,,Rabbit,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 007,Y,N,Y,,,,,Rabbit,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 008,Y,Y,Y,Rat,,,PestID: 2625,Rabbit,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 009,Y,N,Y,,,,,Rabbit,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,3-11-2011,DAV 010,Y,Y,Y,Rat,,,PestID: 2626,Rabbit,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 000,Y,N,Y,,,,,Egg,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 001,Y,Y,Y,Rat,,,PestID: 2652,Egg,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 002,Y,Y,Y,Rat,,,PestID: 2653,Egg,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 003,Y,N,Y,,,,,Egg,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 004,Y,N,Y,,,,,Egg,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 005,Y,Y,Y,Rat,,,PestID: 2654,Egg,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 006,Y,N,Y,,,,,Egg,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 007,Y,N,Y,,,,,Egg,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 008,Y,N,Y,,,,,Egg,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 009,Y,N,Y,,,,,Egg,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,7-12-2011,DAV 010,Y,N,Y,,,,,Egg,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 000,Y,N,Y,,,,,Rabbit,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 001,Y,Y,Y,Rat,,,PestID: 2692,Rabbit,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 002,Y,N,Y,,,,,Rabbit,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 003,Y,Y,Y,Rat,,,PestID: 2693,Rabbit,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 004,Y,Y,Y,Rat,,,PestID: 2694,Rabbit,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 005,Y,N,Y,,,,,Rabbit,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 006,Y,Y,Y,Rat,,,PestID: 2695,Rabbit,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 007,Y,Y,Y,Rat,,,PestID: 2696,Rabbit,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 008,Y,N,Y,,,,,Rabbit,,,,-36.74495434,175.5239921,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 009,Y,Y,Y,Rat,,,PestID: 2697,Rabbit,,,,-36.74371767,175.5252363,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,12-1-2012,DAV 010,Y,Y,Y,Rat,,,PestID: 2698,Rabbit,,,,-36.74195697,175.5253642,DOC200SS,Unspecified,Be1,Bella
MEG Coro Kiwi Project,DAV,4-2-2012,DAV 000,Y,N,Y,,,,,Rabbit,,,,-36.74995012,175.5121266,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,DAV,4-2-2012,DAV 001,Y,N,Y,,,,,Rabbit,,,,-36.75031406,175.5139543,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,DAV,4-2-2012,DAV 002,Y,N,Y,,,,,Rabbit,,,,-36.75010007,175.5154254,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,DAV,4-2-2012,DAV 003,Y,N,Y,,,,,Rabbit,,,,-36.7499533,175.5171006,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,DAV,4-2-2012,DAV 004,Y,N,Y,,,,,Rabbit,,,,-36.74936833,175.5186371,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,DAV,4-2-2012,DAV 005,Y,N,Y,,,,,Rabbit,,,,-36.748233,175.5194032,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,DAV,4-2-2012,DAV 006,Y,N,Y,,,,,Rabbit,,,,-36.74682828,175.5201155,DOC200SS,Unspecified,Su2,Sue
MEG Coro Kiwi Project,DAV,4-2-2012,DAV 007,Y,N,Y,,,,,Rabbit,,,,-36.74538877,175.5215653,DOC200SS,Unspecified,Su2,Sue
